,"Symbol","Company Name","Security Type","Security Price","Equity Summary Score","Volume (90 Day Avg)","Market Capitalization","Dividend Yield","Company Headquarters Location","Sector","Industry","Optionable","Price Performance (52 Weeks)","Total Return (1 Yr Annualized)","Beta (1 Year Annualized)","Standard Deviation (1 Yr Annualized)","S&P Global Market Intelligence Valuation","S&P Global Market Intelligence Quality","S&P Global Market Intelligence Growth Stability","S&P Global Market Intelligence Financial Health","P/E (Price/TTM Earnings)","PEG Ratio","EPS Growth (Proj This Yr vs. Last Yr)","Institutional Ownership","Institutional Ownership (Last vs. Prior Qtr)","Analyst Sentiment"
2094,"ALCO","Alico Inc","Common Stock",40.01,2.4,0.05837,298180000,5.06073,"United States of America","Consumer Staples","Food Products","No",31.8652,39.39366,0.290566,0.20692,33,24,37,15,7.3,,,43.6802,6.6102,"bearish"
2095,"INGR","Ingredion Inc","Common Stock",86.45,2.4,0.40079,5690000000,3.03916,"United States of America","Consumer Staples","Food Products","Yes (Option Chain)",-8.41452,-5.77275,0.458538,0.20129,64,58,4,57,50,6.71249,5.2024,87.1465,1.8797,"bearish"
2096,"HD","Home Depot Inc. (The)","Common Stock",307.2,2.4,4.73536,317210000000,2.47581,"United States of America","Consumer Discretionary","Specialty Retail","Yes (Option Chain)",-5.15958,-3.2068,0.861829,0.26478,58,80,67,42,19.8,1.35473,3.6188,70.9621,1.0409,"bearish"
2097,"BCOR","Blucora Inc","Common Stock",21.15,2.4,0.40907,1000000000,0,"United States of America","Financials","Capital Markets","Yes (Option Chain)",40.32367,40.32367,0.776833,0.29845,26,36,50,26,132.2,,22.55682,94.6155,5.605,"bearish"
2098,"WETF","Wisdomtree Investments Inc","Common Stock",5.695,2.4,1.05009,826600000,2.12766,"United States of America","Financials","Capital Markets","Yes (Option Chain)",-16.87546,-15.2966,1.193698,0.31937,57,69,92,53,40.7,,,71.7155,2.374,"bearish"
2099,"LNN","Lindsay Corp","Common Stock",136.75,2.4,0.05589,1480000000,0.97633,"United States of America","Industrials","Machinery","Yes (Option Chain)",-18.44613,-17.74067,0.794883,0.29317,20,21,52,32,32.7,,20.48969,85.5347,1.3104,"bearish"
2100,"MGRC","McGrath RentCorp","Common Stock",83.02,2.4,0.08403,2000000000,2.21681,"United States of America","Industrials","Trading Companies & Distributors","Yes (Option Chain)",0.14638,2.39225,0.466326,0.23748,70,51,24,95,22.7,,15.16393,82.5947,0.1622,"bearish"
2101,"CDMO","Avid Bioservices Inc","Common Stock",14.01,2.4,0.58443,887260000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",-33.65651,-33.65651,2.729416,0.6087,76,86,62,80,93.4,5.9875,211.66667,99.1449,11.3224,"bearish"
2102,"RRX","Regal Rexnord Corporation","Common Stock",131.25,2.4,0.47645,8740000000,1.07651,"United States of America","Industrials","Electrical Equipment","No",-5.58596,-4.96858,1.075794,0.30823,48,37,3,45,24.2,2.47366,10.62566,97.9888,65.6177,"bearish"
2103,"TREX","Trex Co Inc","Common Stock",58.84,2.4,1.30194,6780000000,0,"United States of America","Industrials","Building Products","Yes (Option Chain)",-45.06899,-45.06899,1.599523,0.45915,50,75,14,17,32.7,,12.96296,93.3892,0.2788,"bearish"
2104,"XRX","Xerox Holdings Corp","Common Stock",17.59,2.4,2.63028,2710000000,5.7241,"United States of America","Information Technology","Technology Hardware, Storage & Peripherals","Yes (Option Chain)",-27.51037,-24.17027,1.13891,0.35848,85,72,25,80,,,-24.23841,,-6.8271,"bearish"
2105,"RAIL","FreightCar America Inc","Common Stock",5.79,2.4,0.19336,92320000,0,"United States of America","Industrials","Machinery","Yes (Option Chain)",-19.77077,-19.77077,1.624013,0.84962,27,21,92,39,,,87.67606,22.3125,17.5921,"bearish"
2106,"VMW","VMware Inc","Common Stock",109.02,2.4,1.67684,46210000000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",-16.81576,-19.50278,0.412719,0.25674,54,94,1,83,25.3,4.07714,-3.17241,47.5104,173.4217,"bearish"
2107,"APEI","American Public Education Inc","Common Stock",18.86,2.4,0.0696,367310000,0,"United States of America","Consumer Discretionary","Diversified Consumer Services","Yes (Option Chain)",-36.04728,-36.04728,0.701822,0.33983,60,11,79,37,19.4,1.28581,23.71134,96.3218,5.4612,"bearish"
2108,"JBT","John Bean Technologies Corp","Common Stock",121.17,2.4,0.22064,3820000000,0.33286,"United States of America","Industrials","Machinery","Yes (Option Chain)",-17.34076,-17.0893,0.980766,0.35724,68,78,27,72,33.2,1.94812,26.67494,80.9831,0.2158,"bearish"
2109,"PLOW","Douglas Dynamics Inc","Common Stock",30.52,2.4,0.07674,713190000,3.73832,"United States of America","Industrials","Machinery","Yes (Option Chain)",-30.62821,-28.50386,1.210762,0.32461,67,88,9,35,23.7,,7.96407,93.1669,-0.4062,"bearish"
2110,"SANW","S&W Seed Co","Common Stock",1.491,2.4,0.28067,52910000,0,"United States of America","Consumer Staples","Food Products","Yes (Option Chain)",-66.08479,-66.08479,1.242107,0.73527,6,18,40,40,,,13.07692,70.5484,5.0909,"bearish"
2111,"AL","Air Lease Corp","Common Stock",40.555,2.4,1.25752,4570000000,1.84908,"United States of America","Industrials","Trading Companies & Distributors","Yes (Option Chain)",-14.32241,-12.91053,1.445444,0.45894,60,42,79,14,11.4,0.86202,27.11485,91.5772,2.2364,"bearish"
2112,"LGIH","LGI Homes Inc","Common Stock",97.63,2.4,0.31259,2330000000,0,"United States of America","Consumer Discretionary","Household Durables","Yes (Option Chain)",-43.08712,-43.08712,1.054252,0.41472,55,25,0,87,5.7,,-0.86957,84.0598,-3.2416,"bearish"
2113,"PAYC","Paycom Software Inc","Common Stock",286.57,2.4,0.50351,17620000000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",-23.85214,-23.85214,1.750744,0.42083,58,71,75,16,85,3.4193,23.52679,73.3646,1.936,"bearish"
2114,"ARES","Ares Management Corp","Common Stock",68.96,2.4,0.81167,11600000000,3.6084,"United States of America","Financials","Capital Markets","Yes (Option Chain)",28.75095,32.46511,1.818003,0.35094,17,31,62,44,33.8,1.27489,25.83658,79.5939,2.1705,"bearish"
2115,"AJX","Great Ajax Corp","Common Stock (REIT)",9.57,2.4,0.08707,214210000,11.26761,"United States of America","Financials","Mortgage Real Estate Investment Trusts (REITs)","Yes (Option Chain)",-24.40622,-18.42797,0.638763,0.22787,31,24,32,45,6.8,,-6.12676,68.7013,-0.1838,"bearish"
2116,"ETSY","Etsy Inc","Common Stock",102.4,2.4,3.72594,12350000000,0,"United States of America","Consumer Discretionary","Internet & Direct Marketing Retail","Yes (Option Chain)",-49.10073,-49.10073,2.446101,0.61379,61,41,42,51,30.1,0.7501,-3.76471,89.5723,1.6745,"bearish"
2117,"CSWI","CSW Industrials Inc","Common Stock",107.09,2.4,0.04465,1670000000,0.64437,"United States of America","Industrials","Building Products","No",-22.06632,-21.64661,0.275777,0.21986,56,50,71,49,30.3,,56.2782,76.2123,1.6877,"bearish"
2118,"DOCU","DocuSign Inc.","Common Stock",84.3444,2.4,5.16865,17160000000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",-60.09763,-60.09763,2.956079,0.73469,63,97,75,36,,,-0.75758,71.9142,-5.6235,"bearish"
2119,"DT","Dynatrace Inc","Common Stock",40.29,2.4,2.80722,11350000000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",-23.69331,-23.69331,1.835389,0.40033,51,88,14,43,149.2,9.87074,6.50794,94.1156,0.3019,"bearish"
2120,"SPT","Sprout Social Inc","Common Stock",63.31,2.4,0.62035,3490000000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",-2.26961,-2.26961,2.71158,0.74892,29,68,13,7,,,-1.53846,90.7782,2.1124,"bearish"
2121,"BSY","Bentley System Inc","Common Stock",41.255,2.4,0.96156,11880000000,0.29063,"United States of America","Information Technology","Software","Yes (Option Chain)",-20.18171,-19.9946,0.995047,0.33979,65,62,13,60,137.5,28.35852,-4.11765,33.2328,0.8308,"bearish"
2122,"DV","DoubleVerify Holdings Inc","Common Stock",21.52,2.4,0.75887,3600000000,0,"United States of America","Information Technology","Software","No",-37.43255,-37.43255,2.006134,0.58736,53,58,74,53,119.6,3.67534,13.33333,85.8751,8.187,"bearish"
2123,"BCRX","BioCryst Pharmaceuticals Inc","Common Stock",9.73,2.3,4.54987,1780000000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",-14.13238,-14.13238,1.164737,0.72055,72,40,87,41,,,-19.2233,64.6941,17.467,"bearish"
2124,"BRO","Brown & Brown Inc","Common Stock",60.055,2.3,1.76168,17010000000,0.68242,"United States of America","Financials","Insurance","Yes (Option Chain)",12.9748,13.71977,1.252642,0.24623,64,94,69,70,28.1,,6.21005,72.657,1.2942,"bearish"
2125,"CMI","Cummins Inc.","Common Stock",203.38,2.3,1.16157,27690000000,2.97543,"United States of America","Industrials","Machinery","Yes (Option Chain)",-22.6591,-20.77347,0.740613,0.2189,73,64,15,79,13.9,1.22014,18.51472,80.2652,0.5545,"bearish"
2126,"CNI","Canadian National Railway Co","Common Stock",118.7,2.3,1.29731,81220000000,1.93935,"Canada","Industrials","Road & Rail","Yes (Option Chain)",9.15002,10.99047,0.661326,0.27623,62,87,45,38,17.4,1.38181,16.11111,59.6646,2.4396,"bearish"
2127,"FFIV","F5 Inc","Common Stock",174.79,2.3,0.63341,10410000000,0,"United States of America","Information Technology","Communications Equipment","Yes (Option Chain)",-6.23843,-6.23843,1.124184,0.28152,71,80,32,57,30.7,,-11.65587,91.7232,-0.3749,"bearish"
2128,"GBX","Greenbrier Cos Inc (The)","Common Stock",42.33,2.3,0.38621,1360000000,2.58745,"United States of America","Industrials","Machinery","Yes (Option Chain)",-11.64268,-9.39896,0.987679,0.38549,34,8,90,,18.9,,103,96.7853,-0.4487,"bearish"
2129,"MKTX","MarketAxess Holdings Inc","Common Stock",266.29,2.3,0.33915,9870000000,1.07095,"United States of America","Financials","Capital Markets","Yes (Option Chain)",-46.49873,-46.15652,0.756061,0.32691,52,94,8,81,41.8,3.9591,3.23486,96.6583,0.0319,"bearish"
2130,"NSC","Norfolk Southern Corp","Common Stock",257.1119,2.3,1.39123,61160000000,1.93289,"United States of America","Industrials","Road & Rail","Yes (Option Chain)",-8.10414,-6.62966,0.588123,0.23317,58,83,51,29,20.8,1.50955,14.50867,74.1725,0.908,"bearish"
2131,"PH","Parker-Hannifin Corp","Common Stock",277.81,2.3,0.7397,35080000000,1.94829,"United States of America","Industrials","Machinery","Yes (Option Chain)",-12.98556,-11.84365,1.039559,0.24786,72,77,17,60,20,1.83832,21.46941,80.7644,2.8892,"bearish"
2132,"BH","Biglari Holdings Inc","Common Stock",136.45,2.3,0.00353,285540000,0,"United States of America","Consumer Discretionary","Hotels, Restaurants & Leisure","No",3.72013,3.72013,,0.50778,99,92,32,96,1.2,,,83.0216,1.9711,"bearish"
2133,"WEX","WEX Inc","Common Stock",168.11,2.3,0.4166,7340000000,0,"United States of America","Information Technology","IT Services","Yes (Option Chain)",-20.43273,-20.43273,0.619672,0.37582,56,53,94,72,60.9,2.57137,30.4267,97.8281,1.0443,"bearish"
2134,"CLMT","Calumet Specialty Products Partners LP","Unit Trust Fund",15.2378,2.3,0.18912,1130000000,0,"United States of America","Energy","Oil, Gas & Consumable Fuels","Yes (Option Chain)",132.14286,132.14286,-0.33145,0.59917,7,35,6,38,,,70.92879,20.6362,38.819,"bearish"
2135,"MSCI","MSCI Inc","Common Stock",430.93,2.3,0.58699,34380000000,0.98171,"United States of America","Financials","Capital Markets","Yes (Option Chain)",-12.76736,-12.16693,1.715596,0.3328,4,85,90,77,47.3,3.05683,14.31156,90.4887,0.8959,"bearish"
2136,"BX","Blackstone Group Inc","Common Stock",107.72,2.3,4.7312,128200000000,5.08507,"United States of America","Financials","Capital Markets","Yes (Option Chain)",19.56153,24.02379,1.604686,0.38255,77,85,76,80,14.7,0.73113,20.75472,63.5864,3.2253,"bearish"
2137,"AMCX","AMC Networks Inc","Common Stock",33.15,2.3,0.43708,1050000000,0,"United States of America","Communication Services","Media","Yes (Option Chain)",-30.45474,-30.45474,1.464366,0.57155,62,36,22,74,5.7,,-19.35685,83.5513,1.197,"bearish"
2138,"AMC","AMC Entertainment Holdings Inc","Common Stock",15.34,2.3,49.19839,7890000000,0,"United States of America","Communication Services","Entertainment","Yes (Option Chain)",52.14357,52.14357,2.266951,1.69462,27,27,64,12,,,64.06015,34.4495,9.8404,"bearish"
2139,"VST","Vistra Corp","Common Stock",25.49,2.3,4.63517,10890000000,2.75415,"United States of America","Utilities","Independent Power and Renewable Electricity Producers","Yes (Option Chain)",46.35448,50.98903,0.583041,0.24161,9,40,86,29,,,,96.8964,-3.8064,"bearish"
2140,"ADI","Analog Devices Inc","Common Stock",159.2,2.2,3.77809,82760000000,1.92223,"United States of America","Information Technology","Semiconductors & Semiconductor Equipment","Yes (Option Chain)",4.51361,6.31118,1.258554,0.26259,63,65,11,42,50.1,3.38088,30.09288,86.3713,-1.3811,"bearish"
2141,"AMOT","Allied Motion Technologies Inc","Common Stock",24.28,2.2,0.03492,372420000,0.41494,"United States of America","Industrials","Electrical Equipment","Yes (Option Chain)",-31.29989,-31.10023,1.096432,0.42524,65,35,16,62,14.6,,7.93651,56.8903,1.7261,"bearish"
2142,"ATRO","Astronics Corp","Common Stock",9.75,2.2,0.15342,245560000,0,"United States of America","Industrials","Aerospace & Defense","Yes (Option Chain)",-44.7444,-44.7444,0.755434,0.5196,22,44,61,27,,,,77.5016,5.1016,"bearish"
2143,"AXP","American Express Co","Common Stock",172.37,2.2,4.02124,129240000000,1.21198,"United States of America","Financials","Consumer Finance","Yes (Option Chain)",11.91392,13.08421,1.330267,0.33743,82,94,46,84,17.3,1.22831,-2.01597,86.08,-1.03,"bearish"
2144,"CBSH","Commerce Bancshares Inc","Common Stock",69.82,2.2,0.41358,8390000000,1.53379,"United States of America","Financials","Banks","Yes (Option Chain)",-6.74015,-0.62619,0.529323,0.20133,8,65,18,98,16.5,,-11.39211,68.1747,1.8168,"bearish"
2145,"COHR","Coherent Inc","Common Stock",269.99,2.2,0.21713,6660000000,0,"United States of America","Information Technology","Electronic Equipment, Instruments & Components","Yes (Option Chain)",3.46167,3.46167,0.31292,0.11335,24,60,37,27,,,54.36066,90.9071,12.0032,"bearish"
2146,"FSS","Federal Signal Corp.","Common Stock",34.77,2.2,0.32207,2100000000,1.0453,"United States of America","Industrials","Machinery","Yes (Option Chain)",-16.87183,-16.12303,0.709076,0.23277,49,39,17,57,21.3,,8.4,91.6108,0.755,"bearish"
2147,"HUM","Humana Inc.","Common Stock",436.79,2.2,1.21092,54840000000,0.72663,"United States of America","Health Care","Health Care Providers & Services","Yes (Option Chain)",-2.63453,-1.98719,1.016739,0.34265,87,66,64,96,18.5,1.31225,19.26841,95.4045,2.1258,"bearish"
2148,"TT","Trane Technologies plc","Common Stock",140.2,2.2,1.5449,32860000000,1.90707,"Ireland","Industrials","Building Products","Yes (Option Chain)",-19.15665,-18.04613,0.989073,0.2362,55,74,56,41,23.5,1.25791,15.69787,80.7709,0.5272,"bearish"
2149,"INSG","Inseego Corp","Common Stock",3.01,2.2,1.16613,317210000,0,"United States of America","Information Technology","Communications Equipment","Yes (Option Chain)",-65.08121,-65.08121,1.470305,0.4381,34,34,35,33,,,21.875,48.4871,6.2317,"bearish"
2150,"PBI","Pitney Bowes Inc.","Common Stock",5.06,2.2,2.16084,874170000,3.9604,"United States of America","Industrials","Commercial Services & Supplies","Yes (Option Chain)",-32.39625,-30.38037,0.7965,0.44499,86,78,43,70,16.9,,-6.45161,65.9756,-1.081,"bearish"
2151,"TPC","Tutor Perini Corp","Common Stock",9.4499,2.2,0.30677,477380000,0,"United States of America","Industrials","Construction & Engineering","Yes (Option Chain)",-41.98758,-41.98758,0.444208,0.34784,41,13,31,69,5.3,,-22.68156,65.8835,1.6433,"bearish"
2152,"PGR","Progressive Corp (The)","Common Stock",112.39,2.2,2.71089,64530000000,0.36255,"United States of America","Financials","Insurance","Yes (Option Chain)",9.51956,11.5517,0.384216,0.21544,83,85,12,80,30.5,2.91275,34.51149,83.764,2.0297,"bearish"
2153,"SOHU","Sohu.com Ltd","Depository Receipt",15.45,2.2,0.36895,600450000,0,"China","Communication Services","Interactive Media & Services","Yes (Option Chain)",-15.94436,-15.94436,1.022645,0.6115,91,24,94,99,8.8,,,39.45,-0.5487,"bearish"
2154,"TRI","Thomson Reuters Corp","Common Stock",99.69,2.2,0.42166,48440000000,1.78661,"Canada","Industrials","Professional Services","Yes (Option Chain)",7.46414,9.15294,0.827939,0.18658,35,33,1,30,8.7,0.55563,22.61538,20.4754,-0.5291,"bearish"
2155,"WTRG","Essential Utilities Inc","Common Stock",45.03,2.2,1.13108,11230000000,2.41622,"United States of America","Utilities","Water Utilities","Yes (Option Chain)",-5.79249,-3.67312,0.782777,0.19741,25,28,42,25,27,,7.00599,70.1403,5.5193,"bearish"
2156,"LHCG","LHC Group Inc","Common Stock",166.43,2.2,0.51063,5280000000,0,"United States of America","Health Care","Health Care Providers & Services","Yes (Option Chain)",-19.46967,-19.46967,1.520396,0.41023,71,54,2,83,45.1,3.20963,0.85515,90.3428,-2.963,"bearish"
2157,"NXPI","NXP Semiconductors NV","Common Stock",178.12,2.2,2.63346,46470000000,1.9096,"Netherlands","Information Technology","Semiconductors & Semiconductor Equipment","Yes (Option Chain)",-7.73561,-6.55988,1.38928,0.35549,82,89,53,47,22.1,1.98893,19.98141,89.8117,0.6576,"bearish"
2158,"SUPN","Supernus Pharmaceuticals Inc","Common Stock",28.685,2.2,0.43158,1540000000,0,"United States of America","Health Care","Pharmaceuticals","Yes (Option Chain)",-6.89877,-6.89877,0.590332,0.37605,96,93,25,94,29.3,,61.22449,80.1166,2.2829,"bearish"
2159,"MNDT","Mandiant Inc","Common Stock",22.16,2.2,6.57545,5180000000,0,"United States of America","Information Technology","Software","No",11.18371,11.18371,0.196309,0.48971,42,17,37,35,,,,84.194,4.9945,"bearish"
2160,"PJT","PJT Partners Inc","Common Stock",66.08,2.2,0.18792,2420000000,1.48236,"United States of America","Financials","Capital Markets","Yes (Option Chain)",-4.63904,-4.15824,0.604914,0.2825,84,96,8,45,16.4,,8.98649,69.9692,-0.7702,"bearish"
2161,"LBRT","Liberty Energy Inc","Common Stock",16.51,2.2,1.94937,3030000000,0,"United States of America","Energy","Energy Equipment & Services","Yes (Option Chain)",38.46154,38.46154,0.373704,0.65907,24,28,28,38,,,,61.3979,17.5092,"bearish"
2162,"KREF","KKR Real Estate Finance Trust Inc","Common Stock",19.23,2.2,0.52898,1280000000,9.13436,"United States of America","Financials","Mortgage Real Estate Investment Trusts (REITs)","No",-10.75829,-3.44875,0.628375,0.17792,54,32,55,15,9,,9.07975,71.2836,5.1478,"bearish"
2163,"OTIS","Otis Worldwide Corp","Common Stock",73.285,2.2,2.64448,30840000000,1.59013,"United States of America","Industrials","Machinery","Yes (Option Chain)",-6.31822,-5.22701,0.881411,0.19565,21,98,59,65,25.2,2.72486,7.90698,83.5137,1.9258,"bearish"
2164,"CARR","Carrier Global Corp","Common Stock",38.36,2.2,4.72774,32740000000,1.5544,"United States of America","Industrials","Building Products","Yes (Option Chain)",-11.42726,-10.40763,1.188687,0.2655,68,67,8,49,12.7,1.0645,1.46018,85.3889,-0.0058,"bearish"
2165,"EVCM","EverCommerce Inc","Common Stock",12.34,2.2,0.28193,2480000000,0,"United States of America","Information Technology","Software","No",,,,,57,40,50,19,,,,87.5951,103.4939,"bearish"
2166,"INFA","Informatica Inc","Common Stock",19.97,2.2,0.66516,5650000000,0,"United States of America","Information Technology","Software","No",,,,,41,75,8,48,,,-4.21053,42.2853,95560.5165,"bearish"
2167,"BC","Brunswick Corp","Common Stock",79.49,2.1,0.89064,5920000000,1.8907,"United States of America","Consumer Discretionary","Leisure Products","Yes (Option Chain)",-27.91935,-26.92248,0.946001,0.3145,69,48,33,61,10.3,,22.64493,92.9145,-0.0808,"bearish"
2168,"CNP","CenterPoint Energy Inc.","Common Stock",30.645,2.1,4.94619,19020000000,2.25017,"United States of America","Utilities","Multi-Utilities","Yes (Option Chain)",23.39731,26.5247,0.549259,0.19181,14,13,37,41,32.6,-40.54091,-16.34146,91.5089,1.6053,"bearish"
2169,"DUK","Duke Energy Corp","Common Stock",109.52,2.1,2.85515,83690000000,3.62466,"United States of America","Utilities","Electric Utilities","Yes (Option Chain)",7.95511,12.14803,0.101894,0.14088,55,60,50,40,22.2,3.48313,4.19847,62.6056,1.1548,"bearish"
2170,"EPAY","Bottomline Technologies Inc","Common Stock",56.62,2.1,1.16436,2550000000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",17.82897,17.82897,0.789033,0.31212,53,76,16,43,,,-3.44828,90.2052,0.8899,"bearish"
2171,"GES","Guess ? Inc.","Common Stock",23.225,2.1,0.99786,1390000000,3.88098,"United States of America","Consumer Discretionary","Specialty Retail","Yes (Option Chain)",-14.23817,-11.8033,1.905186,0.43869,62,37,49,72,9,,6.95205,72.0579,1.454,"bearish"
2172,"LAWS","Lawson Products Inc","Common Stock",38.75,2.1,0.02165,750390000,0,"United States of America","Industrials","Trading Companies & Distributors","No",-26.30174,-26.30174,0.399247,0.34545,31,26,4,65,24.7,,8.87446,41.0985,3.702,"bearish"
2173,"NYT","The New York Times Company","Common Stock",39.025,2.1,1.31209,6700000000,0.89955,"United States of America","Communication Services","Media","Yes (Option Chain)",-11.86963,-11.3064,0.843085,0.3083,48,62,68,54,29.8,,-9.76563,91.3019,-7.189,"bearish"
2174,"PLCE","Childrens Place Inc (The)","Common Stock",49.97,2.1,0.49861,687440000,0,"United States of America","Consumer Discretionary","Specialty Retail","Yes (Option Chain)",-36.82445,-36.82445,1.765941,0.55111,95,89,62,88,4,,-22.65672,73.6736,-3.9079,"bearish"
2175,"SBAC","SBA Communications Corp","Common Stock",349.505,2.1,0.71137,36430000000,0.84054,"United States of America","Real Estate","Equity Real Estate Investment Trusts (REITs)","Yes (Option Chain)",13.13199,13.98178,0.638188,0.26019,7,49,15,27,88.3,2.41709,112.99065,95.4397,1.0425,"bearish"
2176,"TMP","Tompkins Financial Corp","Common Stock",74.87,2.1,0.03465,1090000000,3.06164,"United States of America","Financials","Banks","Yes (Option Chain)",-4.70889,-2.02958,0.351995,0.17569,16,18,12,35,12.6,,-4.09917,54.8078,0.9041,"bearish"
2177,"UBSI","United Bankshares Inc","Common Stock",34.685,2.1,0.73432,4620000000,4.25281,"United States of America","Financials","Banks","Yes (Option Chain)",-13.77642,-10.29913,0.35144,0.23173,33,75,20,49,13.3,,-8.05654,66.1426,4.0082,"bearish"
2178,"UVE","Universal Insurance Holdings","Common Stock",12.6899,2.1,0.26986,394870000,5.01567,"United States of America","Financials","Insurance","Yes (Option Chain)",-8.53047,-3.50986,0.827848,0.37311,80,86,18,74,35.2,,166.39344,65.5006,0.4366,"bearish"
2179,"WRE","Washington Real Estate Investment Trust","Common Stock (REIT)",24.255,2.1,0.56241,2090000000,2.85115,"United States of America","Real Estate","Equity Real Estate Investment Trusts (REITs)","Yes (Option Chain)",2.71318,6.1783,0.620176,0.23943,17,50,52,49,,,45.45455,90.902,2.969,"bearish"
2180,"DINO","HF Sinclair Corp","Common Stock",40.88,2.1,2.23983,8700000000,0,"United States of America","Energy","Oil, Gas & Consumable Fuels","No",11.4,11.4,0.377242,0.45069,35,20,18,70,12.1,0.47192,188.02632,77.9709,0.884,"bearish"
2181,"MORN","Morningstar Inc","Common Stock",256.9,2.1,0.1622,10800000000,0.5696,"United States of America","Financials","Capital Markets","Yes (Option Chain)",-4.6036,-4.14715,1.213053,0.28433,56,93,24,83,60.4,,,53.8697,3.8976,"bearish"
2182,"HEES","H&E Equipment Services Inc","Common Stock",36.6,2.1,0.20742,1250000000,3.18564,"United States of America","Industrials","Trading Companies & Distributors","Yes (Option Chain)",-11.23393,-8.70158,1.381768,0.39347,68,85,85,34,22,0.60119,34.02062,77.2072,8.1718,"bearish"
2183,"CBZ","CBIZ Inc","Common Stock",40.19,2.1,0.22461,2100000000,0,"United States of America","Industrials","Professional Services","Yes (Option Chain)",19.44031,19.44031,0.524241,0.20916,55,74,9,74,27.2,,47.5,89.1552,1.062,"bearish"
2184,"CHEF","Chefs' Warehouse Inc (The)","Common Stock",37.83,2.1,0.24447,1420000000,0,"United States of America","Consumer Staples","Food & Staples Retailing","Yes (Option Chain)",18.1847,18.1847,0.810156,0.41005,17,22,91,15,,,,84.5524,0.126,"bearish"
2185,"EPAM","EPAM Systems Inc","Common Stock",294.06,2.1,1.14683,16480000000,0,"United States of America","Information Technology","IT Services","Yes (Option Chain)",-36.97433,-36.97433,3.336949,0.80702,63,67,89,32,36.1,1.42164,-11.10497,93.1321,3.8315,"bearish"
2186,"OGS","ONE Gas Inc","Common Stock",83.72,2.1,0.31465,4470000000,3.00133,"United States of America","Utilities","Gas Utilities","Yes (Option Chain)",2.68423,6.0183,0.413751,0.22362,8,3,58,51,21.5,4.24833,6.18182,81.3365,3.6522,"bearish"
2187,"FIVN","Five9 Inc","Common Stock",113.2625,2.1,1.25578,8070000000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",-35.91895,-35.91895,1.179894,0.4829,31,29,45,12,,,5.17241,98.474,7.0119,"bearish"
2188,"PVBC","Provident Bancorp Inc","Common Stock",15.78,2.1,0.02731,279230000,1.01976,"United States of America","Financials","Thrifts & Mortgage Finance","No",-4.15394,-3.27574,0.348225,0.18714,14,92,36,,15.6,,24.73118,42.1736,-0.0968,"bearish"
2189,"CTMX","CytomX Therapeutics Inc","Common Stock",1.755,2.1,1.12892,119020000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",-80.55556,-80.55556,-0.210041,0.57785,14,23,60,98,,,-23.23077,83.7403,1.827,"bearish"
2190,"LIVN","LivaNova PLC","Common Stock",77.34,2.1,0.31513,4130000000,0,"United Kingdom","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",-8.13704,-8.13704,1.422074,0.41311,78,97,71,86,,,25.2657,99.9242,4.3688,"bearish"
2191,"MYOV","Myovant Sciences Ltd","Common Stock",9.96,2.1,0.76386,928720000,0,"United Kingdom","Health Care","Biotechnology","Yes (Option Chain)",-52.67943,-52.67943,2.153949,0.62206,48,35,58,93,,,29.32862,32.9629,7.2448,"bearish"
2192,"BHVN","Biohaven Pharmaceutical Holding Co Ltd","Common Stock",90.45,2.1,0.6443,6600000000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",24.5273,24.5273,0.790535,0.59628,68,8,65,43,,,34.99618,88.2734,6.296,"bearish"
2193,"APPN","Appian Corp","Common Stock",50.08,2.1,0.5251,3680000000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",-55.92692,-55.92692,1.74883,0.57189,8,23,3,8,,,-18.97059,69.0102,-0.6481,"bearish"
2194,"SAIL","SailPoint Technologies Holdings Inc","Common Stock",63.83,2.1,2.73726,6030000000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",31.04649,31.04649,0.639969,0.54152,20,39,27,21,,,,87.4318,1.154,"bearish"
2195,"YETI","YETI Holdings Inc","Common Stock",51.395,2.1,1.2686,4440000000,0,"United States of America","Consumer Discretionary","Leisure Products","Yes (Option Chain)",-40.25989,-40.25989,1.965296,0.43314,44,65,47,50,21.4,1.56803,10.7393,96.4847,1.0468,"bearish"
2196,"AMED","Amedisys Inc","Common Stock",124.02,2,0.31417,4130000000,0,"United States of America","Health Care","Health Care Providers & Services","Yes (Option Chain)",-51.61499,-51.61499,2.15704,0.51226,86,73,0,87,21.3,6.62567,-10.78992,90.5473,3.2804,"bearish"
